Timestamp,Temperature,Set Temperature
2025-05-16 11:12:36.414,0.0,0.0
2025-05-16 11:12:36.414,0.0,0.0
2025-05-16 11:12:36.414,0.0,0.0
2025-05-16 11:12:36.414,0.0,0.0
2025-05-16 11:12:36.414,0.0,0.0
2025-05-16 11:12:39.216,36.63,50.0
2025-05-16 11:12:39.716,36.63,50.0
2025-05-16 11:12:39.716,36.63,50.0
2025-05-16 11:12:40.716,36.63,50.0
2025-05-16 11:12:40.716,36.63,50.0
2025-05-16 11:12:41.717,36.56,50.0
2025-05-16 11:12:41.717,36.56,50.0
2025-05-16 11:12:42.717,36.56,50.0
2025-05-16 11:12:43.217,36.56,50.0
2025-05-16 11:12:43.217,36.56,50.0
2025-05-16 11:12:44.217,36.5,50.0
2025-05-16 11:12:44.217,36.5,50.0
2025-05-16 11:12:45.217,36.44,50.0
2025-05-16 11:12:45.217,36.44,50.0
2025-05-16 11:12:46.216,36.44,50.0
2025-05-16 11:12:46.729,36.38,50.0
2025-05-16 11:12:46.729,36.38,50.0
2025-05-16 11:12:47.717,36.38,50.0
2025-05-16 11:12:47.717,36.38,50.0
2025-05-16 11:12:48.717,36.31,50.0
2025-05-16 11:12:48.717,36.31,50.0
2025-05-16 11:12:49.717,36.31,50.0
2025-05-16 11:12:50.243,36.31,50.0
2025-05-16 11:12:50.243,36.31,50.0
2025-05-16 11:12:51.217,36.31,50.0
2025-05-16 11:12:51.217,36.31,50.0
2025-05-16 11:12:52.217,36.31,50.0
2025-05-16 11:12:52.217,36.31,50.0
2025-05-16 11:12:53.217,36.31,50.0
2025-05-16 11:12:53.217,36.31,50.0
2025-05-16 11:12:54.217,36.31,50.0
2025-05-16 11:12:54.717,36.38,50.0
2025-05-16 11:12:54.717,36.38,50.0
2025-05-16 11:12:55.717,36.38,50.0
2025-05-16 11:12:55.717,36.38,50.0
2025-05-16 11:12:56.717,36.38,50.0
2025-05-16 11:12:56.717,36.38,50.0
2025-05-16 11:12:57.717,36.31,50.0
2025-05-16 11:12:58.216,36.31,50.0
2025-05-16 11:12:58.216,36.31,50.0
2025-05-16 11:12:59.217,36.31,50.0
2025-05-16 11:12:59.217,36.31,50.0
2025-05-16 11:13:00.217,36.31,50.0
2025-05-16 11:13:00.217,36.31,50.0
2025-05-16 11:13:01.217,36.31,50.0
2025-05-16 11:13:01.716,36.31,50.0
2025-05-16 11:13:01.716,36.31,50.0
2025-05-16 11:13:02.717,36.38,50.0
2025-05-16 11:13:02.717,36.38,50.0
2025-05-16 11:13:03.717,36.38,50.0
2025-05-16 11:13:03.717,36.38,50.0
2025-05-16 11:13:04.717,36.44,50.0
2025-05-16 11:13:05.217,36.44,50.0
2025-05-16 11:13:05.217,36.44,50.0
2025-05-16 11:13:06.217,36.44,50.0
2025-05-16 11:13:06.217,36.44,50.0
2025-05-16 11:13:07.217,36.5,50.0
2025-05-16 11:13:07.217,36.5,50.0
2025-05-16 11:13:08.217,36.5,50.0
2025-05-16 11:13:08.717,36.56,50.0
2025-05-16 11:13:08.717,36.56,50.0
2025-05-16 11:13:09.717,36.56,50.0
2025-05-16 11:13:09.717,36.56,50.0
2025-05-16 11:13:10.717,36.56,50.0
2025-05-16 11:13:10.717,36.56,50.0
2025-05-16 11:13:11.717,36.63,50.0
2025-05-16 11:13:12.217,36.63,50.0
2025-05-16 11:13:12.217,36.63,50.0
2025-05-16 11:13:13.217,36.69,50.0
2025-05-16 11:13:13.217,36.69,50.0
