Timestamp,Temperature,Set Temperature
2025-05-16 11:33:19.769,0.0,0.0
2025-05-16 11:33:19.769,0.0,0.0
2025-05-16 11:33:19.769,0.0,0.0
2025-05-16 11:33:19.769,0.0,0.0
2025-05-16 11:33:19.769,0.0,0.0
2025-05-16 11:33:22.541,45.56,50.0
2025-05-16 11:33:23.052,45.56,50.0
2025-05-16 11:33:23.052,45.56,50.0
2025-05-16 11:33:24.041,45.44,50.0
2025-05-16 11:33:24.041,45.44,50.0
2025-05-16 11:33:25.041,45.63,50.0
2025-05-16 11:33:25.041,45.63,50.0
2025-05-16 11:33:26.041,46.06,50.0
2025-05-16 11:33:26.567,46.63,50.0
2025-05-16 11:33:26.567,46.63,50.0
2025-05-16 11:33:27.541,47.0,50.0
2025-05-16 11:33:27.541,47.0,50.0
2025-05-16 11:33:28.541,46.94,50.0
2025-05-16 11:33:28.541,46.94,50.0
2025-05-16 11:33:29.541,46.63,50.0
2025-05-16 11:33:29.541,46.63,50.0
2025-05-16 11:33:30.541,46.56,50.0
2025-05-16 11:33:31.040,46.63,50.0
2025-05-16 11:33:31.040,46.63,50.0
2025-05-16 11:33:32.041,46.88,50.0
2025-05-16 11:33:32.041,46.88,50.0
2025-05-16 11:33:33.040,47.06,50.0
2025-05-16 11:33:33.040,47.06,50.0
2025-05-16 11:33:34.040,47.13,50.0
2025-05-16 11:33:34.541,47.19,50.0
2025-05-16 11:33:34.541,47.19,50.0
2025-05-16 11:33:35.541,47.19,50.0
2025-05-16 11:33:35.541,47.19,50.0
2025-05-16 11:33:36.540,47.19,50.0
2025-05-16 11:33:36.540,47.19,50.0
2025-05-16 11:33:37.540,47.13,50.0
2025-05-16 11:33:38.041,47.06,50.0
2025-05-16 11:33:38.041,47.06,50.0
2025-05-16 11:33:39.040,47.0,50.0
2025-05-16 11:33:39.040,47.0,50.0
2025-05-16 11:33:40.041,46.94,50.0
2025-05-16 11:33:40.041,46.94,50.0
2025-05-16 11:33:41.041,46.88,50.0
2025-05-16 11:33:41.541,46.81,50.0
2025-05-16 11:33:41.541,46.81,50.0
2025-05-16 11:33:42.541,46.75,50.0
2025-05-16 11:33:42.541,46.75,50.0
2025-05-16 11:33:43.541,46.75,50.0
2025-05-16 11:33:43.541,46.75,50.0
2025-05-16 11:33:44.541,46.69,50.0
2025-05-16 11:33:45.040,46.63,50.0
2025-05-16 11:33:45.040,46.63,50.0
2025-05-16 11:33:46.041,46.56,50.0
2025-05-16 11:33:46.041,46.56,50.0
2025-05-16 11:33:47.041,46.5,50.0
2025-05-16 11:33:47.041,46.5,50.0
2025-05-16 11:33:48.041,46.44,50.0
2025-05-16 11:33:48.541,46.38,50.0
2025-05-16 11:33:48.541,46.38,50.0
2025-05-16 11:33:49.541,46.31,50.0
