Timestamp,Temperature,Set Temperature
2025-05-16 16:47:36.980,0.0,0.0
2025-05-16 16:47:37.775,45.81,40.0
2025-05-16 16:47:38.274,45.75,40.0
2025-05-16 16:47:38.274,45.75,40.0
2025-05-16 16:47:39.275,45.69,40.0
2025-05-16 16:47:39.275,45.69,40.0
2025-05-16 16:47:40.274,45.63,40.0
2025-05-16 16:47:40.274,45.63,40.0
2025-05-16 16:47:41.275,45.56,40.0
2025-05-16 16:47:41.775,45.44,40.0
2025-05-16 16:47:41.775,45.44,40.0
2025-05-16 16:47:42.774,45.38,40.0
2025-05-16 16:47:42.774,45.38,40.0
2025-05-16 16:47:43.775,45.31,40.0
2025-05-16 16:47:43.775,45.31,40.0
2025-05-16 16:47:44.775,45.25,40.0
2025-05-16 16:47:45.280,45.19,40.0
2025-05-16 16:47:45.280,45.19,40.0
2025-05-16 16:47:46.275,45.13,40.0
2025-05-16 16:47:46.275,45.13,40.0
2025-05-16 16:47:47.275,45.06,40.0
2025-05-16 16:47:47.275,45.06,40.0
2025-05-16 16:47:48.275,45.0,40.0
2025-05-16 16:47:48.793,44.94,40.0
2025-05-16 16:47:48.793,44.94,40.0
2025-05-16 16:47:49.775,44.88,40.0
2025-05-16 16:47:49.775,44.88,40.0
2025-05-16 16:47:50.775,44.81,40.0
2025-05-16 16:47:50.775,44.81,40.0
2025-05-16 16:47:51.774,44.75,40.0
2025-05-16 16:47:51.774,44.75,40.0
2025-05-16 16:47:52.775,44.69,40.0
2025-05-16 16:47:53.274,44.63,40.0
2025-05-16 16:47:53.274,44.63,40.0
2025-05-16 16:47:54.275,44.56,40.0
2025-05-16 16:47:54.275,44.56,40.0
2025-05-16 16:47:55.275,44.5,40.0
2025-05-16 16:47:55.275,44.5,40.0
2025-05-16 16:47:56.275,44.38,40.0
2025-05-16 16:47:56.775,44.31,40.0
2025-05-16 16:47:56.775,44.31,40.0
2025-05-16 16:47:57.775,44.25,40.0
2025-05-16 16:47:57.775,44.25,40.0
2025-05-16 16:47:58.775,44.19,40.0
2025-05-16 16:47:58.775,44.19,40.0
2025-05-16 16:47:59.775,44.13,40.0
2025-05-16 16:48:00.275,44.06,40.0
2025-05-16 16:48:00.275,44.06,40.0
2025-05-16 16:48:01.275,44.0,40.0
2025-05-16 16:48:01.275,44.0,40.0
2025-05-16 16:48:02.275,43.94,40.0
2025-05-16 16:48:02.275,43.94,40.0
2025-05-16 16:48:03.274,43.88,40.0
2025-05-16 16:48:03.775,43.81,40.0
2025-05-16 16:48:03.775,43.81,40.0
2025-05-16 16:48:04.775,43.69,40.0
2025-05-16 16:48:04.775,43.69,40.0
2025-05-16 16:48:05.775,43.63,40.0
2025-05-16 16:48:05.775,43.63,40.0
2025-05-16 16:48:06.775,43.56,40.0
2025-05-16 16:48:07.275,43.5,40.0
2025-05-16 16:48:07.275,43.5,40.0
2025-05-16 16:48:08.275,43.44,40.0
2025-05-16 16:48:08.275,43.44,40.0
2025-05-16 16:48:09.275,43.38,40.0
2025-05-16 16:48:09.275,43.38,40.0
2025-05-16 16:48:10.275,43.25,40.0
2025-05-16 16:48:10.775,43.19,40.0
2025-05-16 16:48:10.775,43.19,40.0
2025-05-16 16:48:11.774,43.13,40.0
2025-05-16 16:48:11.774,43.13,40.0
2025-05-16 16:48:12.775,43.06,40.0
2025-05-16 16:48:12.775,43.06,40.0
2025-05-16 16:48:13.775,43.0,40.0
2025-05-16 16:48:14.275,42.94,40.0
2025-05-16 16:48:14.275,42.94,40.0
2025-05-16 16:48:15.275,42.88,40.0
2025-05-16 16:48:15.275,42.88,40.0
2025-05-16 16:48:16.274,42.81,40.0
2025-05-16 16:48:16.274,42.81,40.0
2025-05-16 16:48:17.274,42.69,40.0
2025-05-16 16:48:17.777,42.63,40.0
2025-05-16 16:48:17.777,42.63,40.0
2025-05-16 16:48:18.775,42.56,40.0
2025-05-16 16:48:18.775,42.56,40.0
2025-05-16 16:48:19.775,42.5,40.0
2025-05-16 16:48:19.775,42.5,40.0
2025-05-16 16:48:20.775,42.38,40.0
2025-05-16 16:48:21.290,42.31,40.0
2025-05-16 16:48:21.290,42.31,40.0
2025-05-16 16:48:22.275,42.25,40.0
2025-05-16 16:48:22.275,42.25,40.0
2025-05-16 16:48:23.275,42.19,40.0
2025-05-16 16:48:23.275,42.19,40.0
2025-05-16 16:48:24.275,42.06,40.0
2025-05-16 16:48:24.803,42.0,40.0
2025-05-16 16:48:24.803,42.0,40.0
2025-05-16 16:48:25.775,41.94,40.0
2025-05-16 16:48:25.775,41.94,40.0
2025-05-16 16:48:26.774,41.88,40.0
2025-05-16 16:48:26.774,41.88,40.0
2025-05-16 16:48:27.775,41.81,40.0
2025-05-16 16:48:27.775,41.81,40.0
2025-05-16 16:48:28.775,41.75,40.0
2025-05-16 16:48:29.275,41.63,40.0
2025-05-16 16:48:29.275,41.63,40.0
2025-05-16 16:48:30.275,41.56,40.0
2025-05-16 16:48:30.275,41.56,40.0
2025-05-16 16:48:31.275,41.5,40.0
2025-05-16 16:48:31.275,41.5,40.0
2025-05-16 16:48:32.274,41.44,40.0
2025-05-16 16:48:32.775,41.38,40.0
2025-05-16 16:48:32.775,41.38,40.0
2025-05-16 16:48:33.775,41.31,40.0
2025-05-16 16:48:33.775,41.31,40.0
2025-05-16 16:48:34.775,41.25,40.0
2025-05-16 16:48:34.775,41.25,40.0
2025-05-16 16:48:35.775,41.19,40.0
2025-05-16 16:48:36.275,41.13,40.0
2025-05-16 16:48:36.275,41.13,40.0
2025-05-16 16:48:37.275,41.13,40.0
2025-05-16 16:48:37.275,41.13,40.0
2025-05-16 16:48:38.275,41.06,40.0
2025-05-16 16:48:38.275,41.06,40.0
2025-05-16 16:48:39.274,41.0,40.0
2025-05-16 16:48:39.774,40.94,40.0
2025-05-16 16:48:39.774,40.94,40.0
2025-05-16 16:48:40.774,40.88,40.0
2025-05-16 16:48:40.774,40.88,40.0
2025-05-16 16:48:41.775,40.81,40.0
2025-05-16 16:48:41.775,40.81,40.0
2025-05-16 16:48:42.775,40.75,40.0
2025-05-16 16:48:43.275,40.75,40.0
2025-05-16 16:48:43.275,40.75,40.0
2025-05-16 16:48:44.275,40.69,40.0
2025-05-16 16:48:44.275,40.69,40.0
2025-05-16 16:48:45.275,40.63,40.0
2025-05-16 16:48:45.275,40.63,40.0
2025-05-16 16:48:46.275,40.56,40.0
2025-05-16 16:48:46.775,40.56,40.0
2025-05-16 16:48:46.775,40.56,40.0
2025-05-16 16:48:47.775,40.44,40.0
2025-05-16 16:48:47.775,40.44,40.0
2025-05-16 16:48:48.775,40.38,40.0
2025-05-16 16:48:48.775,40.38,40.0
2025-05-16 16:48:49.775,40.38,40.0
2025-05-16 16:48:50.275,40.31,40.0
2025-05-16 16:48:50.275,40.31,40.0
2025-05-16 16:48:51.275,40.25,40.0
2025-05-16 16:48:51.275,40.25,40.0
2025-05-16 16:48:52.275,40.19,40.0
2025-05-16 16:48:52.275,40.19,40.0
2025-05-16 16:48:53.275,39.81,40.0
2025-05-16 16:48:53.786,39.44,40.0
2025-05-16 16:48:53.786,39.44,40.0
2025-05-16 16:48:54.774,39.25,40.0
2025-05-16 16:48:54.774,39.25,40.0
2025-05-16 16:48:55.775,39.13,40.0
2025-05-16 16:48:55.775,39.13,40.0
2025-05-16 16:48:56.775,39.06,40.0
2025-05-16 16:48:57.300,38.75,40.0
2025-05-16 16:48:57.300,38.75,40.0
2025-05-16 16:48:58.275,38.38,40.0
2025-05-16 16:48:58.275,38.38,40.0
2025-05-16 16:48:59.275,38.19,40.0
2025-05-16 16:48:59.275,38.19,40.0
2025-05-16 16:49:00.275,38.13,40.0
2025-05-16 16:49:00.275,38.13,40.0
2025-05-16 16:49:01.275,38.06,40.0
2025-05-16 16:49:01.775,37.75,40.0
2025-05-16 16:49:01.775,37.75,40.0
2025-05-16 16:49:02.775,37.5,40.0
2025-05-16 16:49:02.775,37.5,40.0
2025-05-16 16:49:03.775,37.38,40.0
2025-05-16 16:49:03.775,37.38,40.0
2025-05-16 16:49:04.774,37.31,40.0
2025-05-16 16:49:05.274,37.38,40.0
2025-05-16 16:49:05.274,37.38,40.0
2025-05-16 16:49:06.275,37.06,40.0
2025-05-16 16:49:06.275,37.06,40.0
2025-05-16 16:49:07.274,36.81,40.0
2025-05-16 16:49:07.274,36.81,40.0
2025-05-16 16:49:08.275,36.75,40.0
2025-05-16 16:49:08.775,36.81,40.0
2025-05-16 16:49:08.775,36.81,40.0
2025-05-16 16:49:09.775,36.88,40.0
2025-05-16 16:49:09.775,36.88,40.0
2025-05-16 16:49:10.775,36.63,40.0
2025-05-16 16:49:10.775,36.63,40.0
2025-05-16 16:49:11.775,36.38,40.0
2025-05-16 16:49:12.275,36.38,40.0
2025-05-16 16:49:12.275,36.38,40.0
2025-05-16 16:49:13.275,36.38,40.0
2025-05-16 16:49:13.275,36.38,40.0
2025-05-16 16:49:14.274,36.5,40.0
2025-05-16 16:49:14.274,36.5,40.0
2025-05-16 16:49:15.275,36.31,40.0
2025-05-16 16:49:15.775,36.13,40.0
2025-05-16 16:49:15.775,36.13,40.0
2025-05-16 16:49:16.775,36.06,40.0
2025-05-16 16:49:16.775,36.06,40.0
2025-05-16 16:49:17.775,36.19,40.0
2025-05-16 16:49:17.775,36.19,40.0
2025-05-16 16:49:18.775,36.25,40.0
2025-05-16 16:49:19.275,36.06,40.0
2025-05-16 16:49:19.275,36.06,40.0
2025-05-16 16:49:20.275,35.94,40.0
2025-05-16 16:49:20.275,35.94,40.0
2025-05-16 16:49:21.274,35.94,40.0
2025-05-16 16:49:21.274,35.94,40.0
2025-05-16 16:49:22.275,36.0,40.0
2025-05-16 16:49:22.775,36.13,40.0
2025-05-16 16:49:22.775,36.13,40.0
2025-05-16 16:49:23.775,36.0,40.0
2025-05-16 16:49:23.775,36.0,40.0
2025-05-16 16:49:24.775,35.81,40.0
2025-05-16 16:49:24.775,35.81,40.0
2025-05-16 16:49:25.775,35.88,40.0
2025-05-16 16:49:26.285,36.0,40.0
2025-05-16 16:49:26.285,36.0,40.0
2025-05-16 16:49:27.275,36.13,40.0
2025-05-16 16:49:27.275,36.13,40.0
2025-05-16 16:49:28.274,35.94,40.0
2025-05-16 16:49:28.274,35.94,40.0
2025-05-16 16:49:29.275,35.81,40.0
2025-05-16 16:49:29.799,35.81,40.0
2025-05-16 16:49:29.799,35.81,40.0
2025-05-16 16:49:30.775,35.94,40.0
2025-05-16 16:49:30.775,35.94,40.0
2025-05-16 16:49:31.775,36.06,40.0
2025-05-16 16:49:31.775,36.06,40.0
2025-05-16 16:49:32.774,35.94,40.0
2025-05-16 16:49:32.774,35.94,40.0
2025-05-16 16:49:33.775,35.81,40.0
2025-05-16 16:49:34.275,35.81,40.0
2025-05-16 16:49:34.275,35.81,40.0
2025-05-16 16:49:35.275,35.94,40.0
2025-05-16 16:49:35.275,35.94,40.0
2025-05-16 16:49:36.275,36.13,40.0
2025-05-16 16:49:36.275,36.13,40.0
2025-05-16 16:49:37.275,35.94,40.0
2025-05-16 16:49:37.775,35.81,40.0
2025-05-16 16:49:37.775,35.81,40.0
2025-05-16 16:49:38.775,35.81,40.0
2025-05-16 16:49:38.775,35.81,40.0
2025-05-16 16:49:39.775,35.94,40.0
2025-05-16 16:49:39.775,35.94,40.0
2025-05-16 16:49:40.775,36.13,40.0
2025-05-16 16:49:41.275,35.94,40.0
2025-05-16 16:49:41.275,35.94,40.0
2025-05-16 16:49:42.275,35.81,40.0
2025-05-16 16:49:42.275,35.81,40.0
2025-05-16 16:49:43.275,35.88,40.0
2025-05-16 16:49:43.275,35.88,40.0
